Repository,CommitID,Message,Date
Python-Gamez-Arena,a5a02c895342d6db6de504d3f18b115290dd136f,adding images needed for the game,2024-02-28 15:09:29+00:00
Python-Gamez-Arena,7404bea4d6551c45ae7a9b52f54f93bed2ef801e,Create static folder,2024-02-28 15:08:30+00:00
Python-Gamez-Arena,4df0c90c9fe17bad4d6905a4c205f52cc063cbc4,adding main python file,2024-02-28 15:06:59+00:00
Python-Gamez-Arena,1e8f3e68a4cf4164feac73940c67f535ce357b10,adding text to test the user,2024-02-28 15:06:17+00:00
Python-Gamez-Arena,9ad5627a24b346eb308050f14e22bff99f8ea04f,Create README.md,2024-02-28 15:05:03+00:00
Iris-Data-Classification-Analysis-using-SPSS,4ea5e8b96aad16c0fef84d93e34ab0c33d2aa5b1,Add files via upload,2024-02-27 16:12:16+00:00
Iris-Data-Classification-Analysis-using-SPSS,f6d3e3d8788a128510b2886ee72654f04f340f50,Add files via upload,2024-02-25 07:00:24+00:00
Iris-Data-Classification-Analysis-using-SPSS,912b63d94e64c93084ed2dab1041b17d308e7ac4,Add files via upload,2024-02-24 17:30:33+00:00
Iris-Data-Classification-Analysis-using-SPSS,866fbbfbcd4916c9b74ad632454f2a6462798466,Add files via upload,2024-02-23 15:23:02+00:00
JeninaAngelin,b33b0448a018c297e7502c360408ce9619c2dd7d,Update README.md,2024-02-22 18:31:05+00:00
JeninaAngelin,9d7fdd150be8a1e0b1072bcdb21cbdc5a89a5329,Update README.md,2024-02-22 18:30:45+00:00
JeninaAngelin,24fe72452f9181f934c9b7d13d4a2f93ea0fc047,Update README.md,2024-02-22 18:29:27+00:00
Iris-Data-Classification-Analysis-using-SPSS,8a07f4d3190796fe886f99c7a78d59e773cc001c,Add files via upload,2024-02-22 09:14:55+00:00
Crime-Data-Analysis,d16f94b3a41c83fcadc341560f5d65cfe5ed86d3,Update README.md,2024-02-21 08:58:24+00:00
Crime-Data-Analysis,6f462fb08a680e426e933d185f12ca6c44522fd9,Update README.md,2024-02-21 08:57:55+00:00
Crime-Data-Analysis,59960afbb0421af17df022c397e7f32f1b31ea7a,Update README.md,2024-02-21 08:57:23+00:00
Iris-Data-Classification-Analysis-using-SPSS,4f69728a201453f455886d9a447bfaf2a5c7705b,Add files via upload,2024-02-20 02:43:20+00:00
Iris-Data-Classification-Analysis-using-SPSS,48747574e8e813f34dd129a35f58115ee843a9fd,Add files via upload,2024-02-19 15:23:01+00:00
Iris-Data-Classification-Analysis-using-SPSS,336655481002403e83b6c95edcc374f73cfe6fc7,Add files via upload,2024-02-18 14:52:33+00:00
Iris-Data-Classification-Analysis-using-SPSS,b0b8facd438ae0eee3b2e8d21c183ef90231afdb,Add files via upload,2024-02-17 16:53:44+00:00
Iris-Data-Classification-Analysis-using-SPSS,1e02643d22234112839d0ee0e31b882e019fc876,Add files via upload,2024-02-16 15:28:03+00:00
Iris-Data-Classification-Analysis-using-SPSS,aac937c26f540ccb5cfe2833ccc27e4c48ccc350,Add files via upload,2024-02-15 17:09:42+00:00
Iris-Data-Classification-Analysis-using-SPSS,38d189fb9eaa0d68b6e148586e723c70867aa504,customizing .var file,2024-02-14 15:20:28+00:00
Iris-Data-Classification-Analysis-using-SPSS,2e0dc3d3dd70de957794e084400f748ffcfb4f8e,analysis of species and getting species table,2024-02-13 14:45:38+00:00
Iris-Data-Classification-Analysis-using-SPSS,caec4c84f8df78c801c16402752614c89d4aa72e,predicting test set,2024-02-12 13:54:32+00:00
Iris-Data-Classification-Analysis-using-SPSS,23be214b47e5ad0680e79e31ca8f99483093eb7d,Update README.md,2024-02-11 15:33:43+00:00
JeninaAngelin,47b2ca2a471815a791838e87c4b824e8bd0e424d,Update README.md,2024-02-10 13:16:42+00:00
Iris-Data-Classification-Analysis-using-SPSS,f58e3263f440b35bebcfa0f8bc5f13cb0d0f5577,customizing parameters and building model,2024-02-09 15:14:45+00:00
Iris-Data-Classification-Analysis-using-SPSS,e4a9ee6c5269d44960ad57c7d65e1bcdbe70f491,"target variable

Converting type of variable 'species'  from categorical to nominal and declaring it as the target variable by changing the role",2024-02-08 16:01:16+00:00
Iris-Data-Classification-Analysis-using-SPSS,a5c49bde6f3060ad57e273ca0b06e7f247cdefde,removing variable 'Id' for model building,2024-02-08 15:58:03+00:00
Iris-Data-Classification-Analysis-using-SPSS,d722b9ef5aa6358b6532d00120d5f8d3319711e3,reading iris_model.csv using .var file,2024-02-07 17:20:54+00:00
Iris-Data-Classification-Analysis-using-SPSS,127560a43f53a1df8fe7f7179d4641698caba849,previewing filtered data,2024-02-06 15:40:37+00:00
Iris-Data-Classification-Analysis-using-SPSS,81056abe58211174b739528d3b41b8b3bfb8ba56,filtering data,2024-02-05 16:34:52+00:00
Iris-Data-Classification-Analysis-using-SPSS,c01a40dba03376cf1f23087a933b830604db51b4,loading data,2024-02-04 17:52:58+00:00
Iris-Data-Classification-Analysis-using-SPSS,eec828c7ecf62e8af1c00bb28a2957b207269b72,Create README.md,2024-02-02 18:40:58+00:00
Iris-Data-Classification-Analysis-using-SPSS,727eba7c793c0f2db501cdef744748c7f04eb7a4,evaluating the classification model,2024-02-02 15:15:08+00:00
Iris-Data-Classification-Analysis-using-SPSS,fea903f6be4b0c44e3baf6e742fa2c32a79d3fb4,uploading main data file,2024-02-01 15:41:47+00:00
Iris-Data-Classification-Analysis-using-SPSS,3e670278708c395976573f9d9900dbe8bf99a421,Delete irisex.xls,2024-02-01 15:40:57+00:00
Iris-Data-Classification-Analysis-using-SPSS,77e9da9ed0fce76aeda6f2148bb81212273a20a1,developing model and analyzing metrics,2024-01-30 19:40:26+00:00
Iris-Data-Classification-Analysis-using-SPSS,15669a1ffaf48d334430c8bdcb6e381605b73995,building the model,2024-01-29 18:38:14+00:00
Iris-Data-Classification-Analysis-using-SPSS,cf7b9386a0fbe82d7b01119de099d3976ea466ea,Add files via upload,2024-01-29 17:12:19+00:00
Iris-Data-Classification-Analysis-using-SPSS,a118647e53c1378d5b2bcebdcb68b067dc8297a6,Add files via upload,2024-01-28 16:40:39+00:00
Iris-Data-Classification-Analysis-using-SPSS,5ec3c123e885b83c365c034a1ab04538fc3c8880,analyzing the species,2024-01-27 04:02:20+00:00
Iris-Data-Classification-Analysis-using-SPSS,196060ed5f13cd12d51163970d8fbc870ae7a2b3,loading and filtering data,2024-01-26 06:09:18+00:00
Iris-Data-Classification-Analysis-using-SPSS,fc08a85b182fd0bae931d48b18bb49eb191b9d57,Create final.jpg,2024-01-25 15:21:59+00:00
Iris-Data-Classification-Analysis-using-SPSS,fe6df032cd614d63ea1dddd544dd0b2ff75210d2,file after processing,2024-01-24 16:17:55+00:00
Iris-Data-Classification-Analysis-using-SPSS,75aa78fdb1ca67f7e200e7c0eaed88d1bee6dcff,Create iris.csv,2024-01-23 15:59:55+00:00
Iris-Data-Classification-Analysis-using-SPSS,db38028aff34b83b92fa09480ee4e15709b46e15,Add files via upload,2024-01-22 15:34:17+00:00
Iris-Data-Classification-Analysis-using-SPSS,44ba4977bab4a2a9b25b35b04b415f106acd23e5,Initial commit,2024-01-21 18:08:15+00:00
Advanced-AI-programs,ec2737732384193402e49a8464228bf7aec12878,Update README.md,2024-01-20 18:17:06+00:00
Crime-Data-Analysis,2c3f57084a5211a2cb96894efc2adae8b222a748,add ipython notebook,2024-01-19 16:26:34+00:00
Crime-Data-Analysis,42beb0aed9b8764d7c5b8467fdae2ef3528abe6c,Add files via upload,2024-01-18 17:54:57+00:00
Crime-Data-Analysis,3a611098f867fabb9f47e4ca0b942c0362e04fe5,Initial commit,2024-01-18 17:54:38+00:00
Data-Science-programs,d0b931d25ba09a12270870fe85c99040a7853a04,Update README.md,2024-01-16 15:55:54+00:00
IDB-Analytics,954d889d4d720d24dd34057c9b0c0e3573160484,Update README.md,2024-01-15 18:17:00+00:00
IDB-Analytics,7ae0d946cddfb699cff75b9d570858354692e098,Update README.md,2024-01-15 18:15:47+00:00
Predicting-ODI-World-Cup-2023-Champions,2fd656e6bc0be585fcab4967da94553d8c5182d1,Initial commit,2024-01-14 14:22:30+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,212ff5a2d9064a814fdca2e7e260fd52cef1c289,Add files via upload,2024-01-13 13:40:58+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,065b6b0886a5508cdc4e263e936b5169480ca8ff,Delete block/rooms,2024-01-13 13:40:29+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,0ba228d018f4a39a1145047e167ec9d7841ef76f,Add files via upload,2024-01-13 13:40:07+00:00
Image-Steganography,b9ab61b7c325b64a8d5c5036dd443d368b2381b6,adding report,2024-01-13 13:31:56+00:00
JeninaAngelin,005906e8ae2debe985a8a5cdda5e0f0d4f5f3320,Update README.md,2024-01-10 20:01:15+00:00
JeninaAngelin,22df4fdce6de7179579d9375ce5bf06886abef84,Update README.md,2024-01-10 19:59:16+00:00
IDB-Analytics,b91133cd6dea23fefc671e6afe841b0c239be1a2,Update README.md,2024-01-10 19:56:08+00:00
IDB-Analytics,4044d30664e27b2bceb03e66eb89d59f8fb95a39,upload insights from data,2024-01-10 19:51:00+00:00
Image-Steganography,3442fe376aa0db34846bf6557076a9152599aeb4,Add files via upload,2023-11-26 11:55:40+00:00
Image-Steganography,389df0a5078fad04543775ac7cb8411a6b1f526f,Initial commit,2023-11-24 13:29:04+00:00
IDB-Analytics,de0d813034a5e0e8ab381b26d106753e4214e8bf,Add files via upload,2023-11-24 13:23:25+00:00
IDB-Analytics,b23e7c420153894cb16e3b0a5b1e7e36cb3288e1,Delete IDB_Analytics.ipynb,2023-11-24 13:20:52+00:00
IDB-Analytics,6a3ed1ec6103b20a03b17c339a848687027ff2ce,Add files via upload,2023-11-21 18:27:05+00:00
IDB-Analytics,1a4da8132443297c612e3df3bd8d7887149ed9f6,Add files via upload,2023-11-21 16:40:17+00:00
IDB-Analytics,e54816610bcc15bf56f1f5ef3746016395f1f58f,Initial commit,2023-11-21 16:13:45+00:00
Advanced-AI-programs,23d01db4772b00b42eb846d399d183117bcf36cf,Update README.md,2023-10-09 15:26:40+00:00
Advanced-AI-programs,76c1f8f7afc12067f76af997be66a5f0004558a6,Add files via upload,2023-10-07 03:56:15+00:00
Advanced-AI-programs,930e42c8adef3b6a68fb23307272763040408a40,Add files via upload,2023-10-05 17:11:41+00:00
Advanced-AI-programs,866ba507ff1edc11d25c461a85a72e46d3380e55,Add files via upload,2023-10-04 17:16:27+00:00
Advanced-AI-programs,d968ec70595bade3a3133f0248c7a8b2e3d5afc6,Add files via upload,2023-10-03 18:36:15+00:00
Advanced-AI-programs,8d36240dce78f77d0ae119993e14d8e0799a99df,Delete Sentiment_Analysis.ipynb,2023-10-03 18:35:42+00:00
Advanced-AI-programs,99203d7daff604ac0b954ab43e2f4cd47e11d11f,Add files via upload,2023-10-03 17:43:50+00:00
Data-Science-programs,a2cd7a42b8ca236e9cdac5d1a80a438e9cbd1ddf,Update README.md,2023-10-01 17:24:29+00:00
IoT-and-Heat-Mapping-Data,2e272481507aeebb0ab60fddcf5dde2b78792ee8,Update README.md,2023-09-30 12:08:57+00:00
Advanced-AI-programs,b30306deb4339473529e194438dd00a7304cdfa3,Update README.md,2023-09-29 17:34:48+00:00
Advanced-AI-programs,e11192ba0d3eceb46197bea3bc5fd12af0666cb6,Add files via upload,2023-09-28 17:21:10+00:00
Advanced-AI-programs,55f18c241178281d94b54aad16fd5d42f0187368,Add files via upload,2023-09-27 12:47:14+00:00
Advanced-AI-programs,1c70bc6728ab35faef61b8e15bc3c708de56377b,Add files via upload,2023-09-25 15:21:43+00:00
Advanced-AI-programs,9de9717f31cc936d50ef9b32e6cc2ea76995e615,Add files via upload,2023-09-24 13:09:33+00:00
Advanced-AI-programs,482ea620698fc17b00cececc6649bb6e04cf1734,Initial commit,2023-09-23 15:31:54+00:00
Data-Science-programs,268649d55858ac3774588bdb1fae7bb3ed693681,Add files via upload,2023-09-22 07:44:08+00:00
Data-Science-programs,e49dd761a6cb6bd0d25469b38c33e94f740a7160,Add files via upload,2023-09-21 16:24:17+00:00
Data-Science-programs,ddc3d8b35173f340a4acbad069e750bd0acc9242,Add files via upload,2023-09-20 17:56:01+00:00
Data-Science-programs,9a225462995a9844b01773e9b3e148374281b9cf,Add files via upload,2023-09-19 08:53:39+00:00
IoT-and-Heat-Mapping-Data,d2885fd269b78f335a20104758372e8f0f79e90c,Add files via upload,2023-09-17 18:27:48+00:00
IoT-and-Heat-Mapping-Data,993122397592ef46d0a95ede691449c19bbd4d9f,Initial commit,2023-09-17 15:21:04+00:00
Data-Science-programs,f002cc17ce0290ff7072e31376f083aee82e0b0c,Add files via upload,2023-09-16 15:28:41+00:00
Data-Science-programs,9fa61329eb335553720e8a69cf8680bfc085e398,Add files via upload,2023-09-15 16:49:52+00:00
Data-Science-programs,3276213ac8c460223b3b11b131ca5b9a61c34be7,Add files via upload,2023-09-13 18:33:49+00:00
Data-Science-programs,cbba773f429dbd28bb3c6321918b010756a6fcf5,Add files via upload,2023-09-13 18:09:00+00:00
Data-Science-programs,dd27f002467f83957f567a2f543d93075fbce259,Update README.md,2023-08-27 18:21:34+00:00
Computer-Vision-Project,2cb5cc7f0fd9c556bc247afeef6b43b7be476f7a,Update README.md,2023-08-26 17:58:37+00:00
JeninaAngelin,5dac797d8920643f389bfb6c7a8db6b4ed1e3e5a,Update README.md,2023-08-25 17:37:26+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,9e4527e57314060091de906b9b68699a56d79076,Add files via upload,2023-08-22 11:37:32+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,58b65761d51863152119603b314f1d89b012fced,Create rooms,2023-08-22 11:35:04+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,c7c0c25a7f89f869876c5462edcc5ca0a0f5b751,Update README.md,2023-08-21 17:52:05+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,945721662ecad025c420ca04352d5f2372e338fb,Update README.md,2023-08-19 17:36:00+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,e12a2e55339747ccac8497a3787e82c8c752c94f,Update README.md,2023-08-02 18:02:46+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,7ee24dc6efc7758792ecda28b1932b4bc8a0c049,Update README.md,2023-07-31 18:09:56+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,9cc0a9eaf041f9e3e474f987270b6055a642269f,Update README.md,2023-07-27 15:38:16+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,121cd4d1e8081d13dcd84566002913db96e39742,Update README.md,2023-07-27 15:36:12+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,a18b9d3b562e89d9e17f9192dd98c22801faa982,Add files via upload,2023-07-26 17:30:26+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,b3751c8808db879ef787102fc0ebda73f084c4d9,Add files via upload,2023-07-25 17:51:17+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,33a74a907be33db11fccc627699c1cfd023f0f2e,Update README.md,2023-07-24 13:56:46+00:00
Ultimate-Library-Project,762a8874c6bdc7af87d5a784164e253cdace693d,Update README.md,2023-07-23 18:14:20+00:00
Ultimate-Library-Project,cf29d9756df7d373df80496084d01dd8d38bc741,Update README.md,2023-07-23 18:12:57+00:00
Ultimate-Library-Project,a5f6fa03a181d5310694099ed72c95cd530a4270,Update conclusion section in README.md,2023-07-23 18:11:59+00:00
Mapping-and-Securing-Campus-Network-Topologies-using-Cisco-Packet-Tracer,6cc889d1ece9c3b9cf6c61497e005a2b625db646,Initial commit,2023-07-20 17:46:10+00:00
Ultimate-Library-Project,3e0fd3f340eb3f7aea9082ecdeaa36a7eccc6422,Update login.php with css link,2023-07-17 17:08:15+00:00
Ultimate-Library-Project,ed79760543f505e446061793fc8aee4dc37da79c,adding stylesheet,2023-07-17 17:02:56+00:00
Ultimate-Library-Project,6ae95f040621134a8340a367284b5088e232c376,Added recommendations section in README.md,2023-07-16 17:18:20+00:00
Ultimate-Library-Project,ea2cb02f5b23e40eb73c7709cc9d00887f27bcfa,"Update README.md

Added contents from digital access management document",2023-07-15 18:46:30+00:00
Ultimate-Library-Project,1a371c3377ba66f852aed3436d449b9e30ee81fd,dealing with transactions,2023-07-15 18:36:28+00:00
Ultimate-Library-Project,92190d1450f55a68a00c472f2a11e988a4fd24f4,make changes in book details,2023-07-15 18:35:50+00:00
Ultimate-Library-Project,cfed4aab3927db5fcfc234c88c48e837103a71b3,make changes in member details,2023-07-15 18:35:01+00:00
Ultimate-Library-Project,3ba14938cf2698017f9872e6dbc7f52f0d563a1b,for person details,2023-07-15 18:34:17+00:00
Ultimate-Library-Project,6f5ab19e2ebc8771485109b1e61ee6be8482c018,for book details,2023-07-15 18:33:51+00:00
Ultimate-Library-Project,e2b498c51bdb281e1ca831211391136bf19f9617,connecting with database and server,2023-07-15 18:33:13+00:00
Ultimate-Library-Project,a3861a99f3c5a408e4de94843297134bb7b7c031,queries for database,2023-07-15 18:32:13+00:00
Ultimate-Library-Project,743e6b288c8ec121305c3708bfc9c12c6714071a,"Login page for the platform

Contains options to decide which function should be done",2023-07-15 18:31:07+00:00
Ultimate-Library-Project,e196481cf9880781b567a5651f6305ed1345456f,Initial commit,2023-07-15 18:14:12+00:00
Nexus-2.0,597d94157827b6f310840a85ba14d0345c0213b2,Update stylesheets links in contact.html,2023-07-14 16:40:03+00:00
Nexus-2.0,0942bf998fa40becf6a09c41073928b07c0b6d4c,Update title bar in index.html,2023-07-14 16:37:58+00:00
Nexus-2.0,80c21033ecf6a36963dd018efc88d7f39dc8f934,Update contact.html,2023-07-13 16:52:15+00:00
Nexus-2.0,3e0553f4ac17b0b77c909c6de384101ecfd38810,Delete script,2023-07-12 18:16:09+00:00
Nexus-2.0,bd7ee0f6311be11134e9cce8450ca85c294fa217,js file added,2023-07-12 18:15:54+00:00
Nexus-2.0,8f9d9792c822e028333834257a06a8cc3c3de961,Create JS folder,2023-07-12 18:14:43+00:00
Nexus-2.0,4d2f6abf12594a409302aa68d4d532724b05c6ca,Delete settings,2023-07-12 18:13:51+00:00
Nexus-2.0,5ddd49fb6358adf382f056c956b86466a4b51c7d,Add files via upload,2023-07-12 18:13:37+00:00
Nexus-2.0,19cce589155b5f32dd74ea468809429675d431aa,Create settings,2023-07-12 18:13:20+00:00
Nexus-2.0,bb524dc373e35e83513b00f539df7c47c86ed097,Delete image,2023-07-12 18:12:40+00:00
Nexus-2.0,d44bd9f84edb45efd1cb9a926352fb82877903d5,Add files via upload,2023-07-12 18:12:23+00:00
Nexus-2.0,6452d35b8818cf66aec30df1e5f05b9e0c2c8abe,Create css folder,2023-07-12 18:11:47+00:00
Nexus-2.0,867dd46bdbac1f306d57b95aa3ab6c7f0dc8b503,Add files via upload,2023-07-12 18:10:24+00:00
Nexus-2.0,4073ecd17da75f54bc353a1496e3b5bf5aed0643,Create another file to stores images,2023-07-12 18:09:41+00:00
Nexus-2.0,c073e6b74e57e6c376c0e7a247b3e52617593cdd,Add files via upload,2023-07-12 18:08:38+00:00
Nexus-2.0,4565bf84511c6255086f238969d1e895b865bdf2,Add files via upload,2023-07-12 18:07:01+00:00
Nexus-2.0,a9509f1403b43ac41d3d3f9a73d67b0d0751bafb,Add files via upload,2023-07-12 18:05:39+00:00
Nexus-2.0,900c148536f86369ca883e5ef4da9f4c9673fdaa,Add files via upload,2023-07-12 17:58:03+00:00
Nexus-2.0,85c804cca041097323a158cabec3466075a20a23,Create file in images folder,2023-07-12 17:57:14+00:00
Nexus-2.0,148a900aa095787b6629f2f05716a42ffd413178,Add files via upload,2023-07-12 17:55:58+00:00
Nexus-2.0,2ef64ed93ea98496f8d24e7af460b67b900c7218,Create images folder,2023-07-12 17:55:16+00:00
Nexus-2.0,fcbacf681ac5468c2f4ea43cba786fddf7200f1f,Add files via upload,2023-07-12 17:53:37+00:00
Nexus-2.0,9c425eb0f6e5b9b4c7ed0636dd786f6ad5d8c22d,Initial commit,2023-07-12 17:52:05+00:00
Data-Science-programs,a5e847a4c704fac52d53957e17b1203ccecd5cf1,Add files via upload,2023-07-09 08:56:21+00:00
Data-Science-programs,05a7590f63a46dacb8e0b67185c0f3f368d89e89,Add files via upload,2023-07-08 17:11:50+00:00
Financial-Risk-analysis,3e63dd545109f6d07065a981c87b93c559919460,Add files via upload,2023-07-07 15:47:02+00:00
Financial-Risk-analysis,50936e4bf70c6e203f6dd142214d0537977de433,Add files via upload,2023-07-05 18:39:48+00:00
Data-Science-programs,0678da6fc5d68620c2a39240e6fa9668ef08da4c,Initial commit,2023-07-03 13:44:33+00:00
Library-Management-with-PHP,d7b7111425c54dfeafcc86df91e1ae6e1693a186,Add files via upload,2023-07-01 19:45:49+00:00
Library-Management-with-PHP,457f51ef51f9ea582984d022b00e6284a7afd32b,Add files via upload,2023-07-01 19:41:59+00:00
JeninaAngelin,e9ac68b75b712ea0354cce8b00b629aeb131ce9e,Update README.md,2023-06-30 17:23:58+00:00
JeninaAngelin,14866625cc839c61b5eea375b34df26850cbbdab,Update README.md,2023-06-29 18:37:24+00:00
JeninaAngelin,830c1dd4349abcefd6be45f22e5671d79e27faa0,Update README.md,2023-06-29 17:30:06+00:00
Library-Management-with-PHP,6abfe6f03f5d9f38035297bab4a6a7395589b88c,Update README.md,2023-06-29 17:28:38+00:00
JeninaAngelin,d20c6a11a631e1fcac5e5f4f6502a0f3acf331e9,Update README.md,2023-06-28 17:40:24+00:00
JeninaAngelin,39456f5419a7095ac10077386f65f6cbc5fb4654,Update README.md,2023-06-27 10:30:26+00:00
Library-Management-with-PHP,a1af31f080a399d31e5e00d613814d6d7ec72051,Add files via upload,2023-06-26 12:58:11+00:00
Library-Management-with-PHP,dbebb78e77fdbf089c543d063478d654480ea3fa,Add files via upload,2023-06-25 17:40:17+00:00
Library-Management-with-PHP,c6bb2a604b20ea8f74189e5e362b69adbe5912ee,Initial commit,2023-06-24 17:44:39+00:00
JeninaAngelin,9e6d1befc92338accc698b0b75a7b664d3c983b5,Update README.md,2023-06-23 17:18:39+00:00
Kaggle-workbooks,b03bf6502cd4832d039b9dc8191bc1d0340b1646,Create README.md,2023-06-22 18:43:52+00:00
Kaggle-workbooks,fe01b9806980ed22e1749934986fdee8e98d14e0,Update README.md,2023-06-22 18:42:37+00:00
Computer-Vision-Project,c0251c2adf963cd6472e2a4eda4f000e08739f12,Delete unclear,2023-06-20 19:05:41+00:00
Computer-Vision-Project,51a87fcf10f4703322aa4c39b9e3d60ba113fb24,Add files via upload,2023-06-20 19:04:01+00:00
Computer-Vision-Project,fcb45650131f306c480bd7a611a7f2af5cc04b21,Add files via upload,2023-06-19 15:30:32+00:00
Computer-Vision-Project,2b8627480763138326f284e24a1759e4f0088c0d,Add files via upload,2023-06-18 17:01:09+00:00
Computer-Vision-Project,af7007619db5cc6ce5e148e31a2108f2a927e39c,Add files via upload,2023-06-17 15:12:54+00:00
Computer-Vision-Project,c980b9941b74d541751514011a905a3e55d32db5,Add files via upload,2023-06-16 13:46:00+00:00
Iris-Classification-using-Python,045bf4c8939fb0fa088d4cc30c3bdb132b3e8a78,Add files via upload,2023-06-14 18:33:47+00:00
Computer-Vision-Project,ddf784c84c7f7d217acc512dfbd60f99b7859a7e,Add files via upload,2023-06-14 18:14:21+00:00
Computer-Vision-Project,d683c522c85951f9689180d4aff1877dbfd35c4d,Create unclear,2023-06-14 18:13:26+00:00
Iris-Classification-using-Python,62f87096001e240b2bd58a451c57edc895267cca,Add files via upload,2023-06-14 18:12:34+00:00
Iris-Classification-using-Python,9e4c938f0ca9d554730877994ce3e47318bf44fa,Initial commit,2023-06-14 18:12:12+00:00
Diabetes-Prediction,3c121a690f51f3fe0075127649e50ca9fadf7237,Add files via upload,2023-06-13 09:13:53+00:00
Diabetes-Prediction,49296502896bb7142326750ab56be49040accac3,Add files via upload,2023-06-13 09:10:42+00:00
Diabetes-Prediction,31970f55d58b5ac0798dd9325818134ba4a7d9b0,Initial commit,2023-06-13 09:08:53+00:00
Heart-Disease-Prediction,7530bdef17cb935ccf1aec9492839b92b662dcdd,Add files via upload,2023-06-13 01:38:39+00:00
Heart-Disease-Prediction,af207e0308aec76ab968d621e40b41f99c66ca03,Add files via upload,2023-06-13 01:38:12+00:00
Heart-Disease-Prediction,e23b53bc2f57695b6e1bfde09473328eb1b30363,Create Conversion,2023-06-13 01:37:40+00:00
Heart-Disease-Prediction,ce7dbb6d70a1fc0073d801b046ceb809e8f59b03,Delete Heart_diseas_model.ipynb,2023-06-13 01:36:22+00:00
Heart-Disease-Prediction,eff7205581460394b5f8a7397ff8087f3569039a,Add files via upload,2023-06-13 01:35:51+00:00
Heart-Disease-Prediction,d189d5f203b49d3473ff1b461a523458dcf5017d,Initial commit,2023-06-13 01:35:12+00:00
Computer-Vision-Project,4c11500bae06d4013e32694ed2d4f0069f708c50,Add files via upload,2023-06-12 14:28:29+00:00
Computer-Vision-Project,66fa7897171968337146e89cdd4fe6f878658780,Add files via upload,2023-06-12 14:26:52+00:00
Computer-Vision-Project,f4ecca196d8b6be1043fdb1566575ea58f68731c,Delete 8,2023-06-11 16:28:30+00:00
Computer-Vision-Project,af79e4487cd388f493569bf6934ec1435e8d18f8,Add files via upload,2023-06-11 16:27:13+00:00
Computer-Vision-Project,e799b40e450ed297316e6288878bfd4bff172a5d,Create 8.png,2023-06-11 16:25:57+00:00
Computer-Vision-Project,317aef4cf5606325cfd7d4eb1ba016144b375d2d,Add files via upload,2023-06-10 08:39:14+00:00
JeninaAngelin,9f532093861577c088121f0421a93054d04ee778,Update README.md,2023-06-09 18:27:31+00:00
Computer-Vision-Project,8c86a32f29ea3568d1c8b15e7871ed9a3152577b,Initial commit,2023-06-09 18:24:37+00:00
JeninaAngelin,f1ee28f7a739b4856ed5d8db82375c948467f0a2,Update README.md,2023-06-08 14:33:46+00:00
JeninaAngelin,0f2d921bf559d95c1d3b9bc89902d99d7d32b05d,Update README.md,2023-06-08 14:33:25+00:00
JeninaAngelin,5a019ae966db3f91b74ecbd7bb1e3450edbe4c9d,Update README.md,2023-06-08 14:32:57+00:00
JeninaAngelin,daed23b368594280b52aa6be65d0ce32c3c1307e,Update README.md,2023-06-08 14:31:45+00:00
JeninaAngelin,0442c67fb7e400eb16e56c9b0b28799078039ebd,Update README.md,2023-06-08 14:31:27+00:00
JeninaAngelin,a0da030a37e388211257e35890955d630fb6c1e7,Update README.md,2023-06-08 14:30:33+00:00
JeninaAngelin,fb57e2502734462894dfe200766f53bcc8d13c50,Update README.md,2023-06-08 14:29:57+00:00
JeninaAngelin,9fd62993f78d6ef747e519677c73a505d8a9edec,Update README.md,2023-06-08 14:29:21+00:00
JeninaAngelin,ff99ad8b2b4cac13d8e493124a81aaf2dc400651,Update README.md,2023-06-08 14:28:34+00:00
JeninaAngelin,057fe049dd5715f85e43d96326870d90bb105f28,Update README.md,2023-06-08 14:27:19+00:00
JeninaAngelin,c27193e5832f99ef8ad38d4a9c13a6cdcd9fb150,Update README.md,2023-06-08 14:09:15+00:00
